id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
68,"Says a Republican bill ""pays for school construction with teacher pay raises.""",Wiley Nickel,models/gemini-2.5-pro,A Republican bill includes provisions for school construction.,high,The bill also includes teacher pay raises.,high,The bill's school construction funding is linked to teacher pay raises.,medium,A Republican bill includes provisions for school construction.,high,100,Uncertain,The bill funded both; claiming one paid for the other is a political interpretation of priorities.,False
69,Says North Carolina just landed an auto plant.,Donald Trump,models/gemini-2.5-pro,North Carolina landed an auto plant.,high,The deal for the auto plant was recent.,high,The plant is for automobile manufacturing.,high,North Carolina landed an auto plant.,high,100,Verified,VinFast announced an electric vehicle plant in North Carolina in late March 2022.,False
70,"Says of Gov. Tony Evers and 2020 violence in Kenosha after the police shooting of Jacob Blake: ""It took the loss of lives before help finally came.""",Empower Wisconsin,models/gemini-2.5-pro,Lives were lost during the 2020 violence in Kenosha.,high,Governor Evers authorized the deployment of the Wisconsin National Guard before the loss of lives.,high,The number of National Guard troops in Kenosha was increased after two people were killed.,high,Lives were lost during the 2020 violence in Kenosha.,high,100,Likely false,The statement is misleading; National Guard troops were present in Kenosha before the deaths occurred.,False
71,"Says longstanding Food and Drug Administration regulations ""created barriers to the private industry creating a test quickly"" for the coronavirus.",Dan Crenshaw,models/gemini-2.5-pro,The Food and Drug Administration (FDA) has longstanding regulations.,high,FDA regulations applied to private industry creating a coronavirus test.,high,These regulations created barriers to creating a test quickly.,medium,The Food and Drug Administration (FDA) has longstanding regulations.,high,95,Verified,FDA's initial emergency rules for COVID-19 tests were widely reported to have caused significant delays.,True
72,"""Over the next two years, this $1.8 billion deficit will cost individual Wisconsinites $300 each, or $1,200 for families of four.""",Chris Larson,models/gemini-2.5-pro,There is a $1.8 billion deficit.,high,This deficit will cost individual Wisconsinites $300 each.,medium,"This deficit will cost families of four $1,200.",low,There is a $1.8 billion deficit.,high,90,Verified,The figure was a projection from Wisconsin's non-partisan Legislative Fiscal Bureau for the 2011-13 biennium.,False
73,"I am ""the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.""",Dan Patrick,models/gemini-2.5-pro,Dan Patrick was a candidate for lieutenant governor.,low,Dan Patrick opposes in-state tuition for illegal immigrants.,medium,Dan Patrick was the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.,high,Dan Patrick was the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.,high,100,Likely false,Other primary candidates also expressed opposition to in-state tuition for undocumented immigrants.,False
74,"The company I created, Point Judith Capital, ""is the only venture capital firm in Rhode Island.""",Gina Raimondo,models/gemini-2.5-pro,Gina Raimondo created the company Point Judith Capital.,high,Point Judith Capital is a venture capital firm.,high,Point Judith Capital is the only venture capital firm in Rhode Island.,high,Gina Raimondo created the company Point Judith Capital.,high,95,Likely false,Other venture capital firms existed in Rhode Island when the statement was made.,True
75,"U.S. Reps. John Barrow and Sanford Bishop and their fellow Democrats ""went on a spending spree and now their credit card is maxed out.""",National Republican Congressional Committee,models/gemini-2.5-pro,U.S. Reps. John Barrow and Sanford Bishop are Democrats.,high,Government spending increased under Democratic-controlled government.,high,"The U.S. national debt increased, metaphorically 'maxing out the credit card.'",high,U.S. Reps. John Barrow and Sanford Bishop are Democrats.,high,95,Verified,Federal spending increased with legislation like the 2009 stimulus package under a Democratic-controlled government.,False
76,"""Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.""",Rush Holt,models/gemini-2.5-pro,Every single month since 1985 has been warmer than the historic average.,high,All 12 of the warmest years on record have come in the last 15 years.,high,The warmest years on record have occurred recently.,medium,Every single month since 1985 has been warmer than the historic average.,high,95,Verified,"According to NOAA data, every month since February 1985 has been warmer than the 20th-century average.",True
77,"Said Dianne Feinstein said ""there is no collusion"" between the Trump campaign and Russia.",Donald Trump,models/gemini-2.5-pro,Dianne Feinstein commented on the Trump-Russia collusion investigation.,high,Dianne Feinstein said the words 'there is no collusion'.,high,The attributed statement was about the Trump campaign and Russia.,high,Dianne Feinstein commented on the Trump-Russia collusion investigation.,high,5,Likely false,"Feinstein did not say this, stating her committee had not yet reached a conclusion on the matter.",False
78,"The media ""never show crowds.""",Donald Trump,models/gemini-2.5-pro,The media never show crowds.,high,Media outlets intentionally conceal the size of crowds.,medium,Donald Trump holds events that draw crowds.,high,The media never show crowds.,high,95,Likely false,Numerous media outlets have broadcasted images and videos of crowds at political rallies.,False
79,"Obamacare ""is in what the actuaries call a death spiral.""",Paul Ryan,models/gemini-2.5-pro,Obamacare is in a 'death spiral'.,medium,Insurers were exiting the Obamacare marketplaces.,high,The term 'death spiral' is used by actuaries to describe the situation.,medium,Insurers were exiting the Obamacare marketplaces.,high,95,Uncertain,"While some insurers exited markets, experts debated whether this constituted a 'death spiral' or market correction.",False
80,"Says that as a judge, she has ""presided over more than 10,000 cases.""",Rebecca Dallet,models/gemini-2.5-pro,Rebecca Dallet has served as a judge.,high,"She presided over more than 10,000 cases.",high,Her judicial experience includes presiding over cases.,low,Rebecca Dallet has served as a judge.,high,95,Verified,"Court records show she was assigned more than 13,000 cases as a circuit court judge.",True
81,Says House Speaker Nancy Pelosi deleted a video of her telling people to go to Chinatown.,Donald Trump,models/gemini-2.5-pro,Nancy Pelosi told people to go to Chinatown.,high,A video exists of Nancy Pelosi telling people to go to Chinatown.,high,Nancy Pelosi deleted a video of her telling people to go to Chinatown.,high,Nancy Pelosi told people to go to Chinatown.,high,95,Likely false,The video of Pelosi's Chinatown visit was not deleted and remains publicly available online.,False
82,"""Disney lost 172,000 reservations recently, valued at around $636 (million) in revenue lost.""",Facebook posts,models/gemini-2.5-pro,"Disney lost 172,000 reservations recently.",high,The lost reservations were valued at around $636 million in revenue.,high,Disney experienced a loss in revenue.,medium,"Disney lost 172,000 reservations recently.",high,0,Likely false,This claim originated from a satire website and has been widely debunked by news organizations.,False
83,"Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation ""to limit federal funding for abortion to victims of ‘forcible rape.’""",John Wisniewski,models/gemini-2.5-pro,Paul Ryan and Todd Akin co-sponsored legislation.,high,The legislation's purpose was to limit federal funding for abortion.,high,The legislation limited funding to victims of 'forcible rape'.,high,Paul Ryan and Todd Akin co-sponsored legislation.,high,95,Verified,"Ryan and Akin co-sponsored H.R. 3, which originally limited abortion funding exceptions to cases of 'forcible rape'.",True
