id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
73,"I am ""the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.""",Dan Patrick,mistralai/Mistral-7B-Instruct-v0.2,Dan Patrick is a candidate for lieutenant governor.,high,Dan Patrick opposes in-state tuition for illegal immigrants.,high,Dan Patrick is the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.,medium,Dan Patrick is a candidate for lieutenant governor.,high,100,Verified,Statement aligns with fact2.,False
74,"The company I created, Point Judith Capital, ""is the only venture capital firm in Rhode Island.""",Gina Raimondo,mistralai/Mistral-7B-Instruct-v0.2,Gina Raimondo is the founder of Point Judith Capital,high,Point Judith Capital is a venture capital firm,high,Point Judith Capital is the only venture capital firm in Rhode Island,high,Gina Raimondo is the founder of Point Judith Capital,high,100,Verified,The statement is a direct claim made by the speaker.,True
75,"U.S. Reps. John Barrow and Sanford Bishop and their fellow Democrats ""went on a spending spree and now their credit card is maxed out.""",National Republican Congressional Committee,mistralai/Mistral-7B-Instruct-v0.2,U.S. Reps. John Barrow and Sanford Bishop are Democrats,high,U.S. Reps. John Barrow and Sanford Bishop went on a spending spree,medium,The credit card of U.S. Reps. John Barrow and Sanford Bishop is maxed out,medium,U.S. Reps. John Barrow and Sanford Bishop are Democrats,high,60,Uncertain,Claim requires context and specific data on spending and debt levels.,False
76,"""Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.""",Rush Holt,mistralai/Mistral-7B-Instruct-v0.2,Every single month since 1985 has been warmer than the historic average.,high,All 12 of the warmest years on record have come in the last 15 years.,high,The historic average is exceeded in every month since 1985.,high,Every single month since 1985 has been warmer than the historic average.,high,100,Verified,Supported by climate data.,True
77,"Said Dianne Feinstein said ""there is no collusion"" between the Trump campaign and Russia.",Donald Trump,mistralai/Mistral-7B-Instruct-v0.2,Dianne Feinstein stated 'there is no collusion',high,The statement was made by Donald Trump,medium,The statement is about collusion between the Trump campaign and Russia,high,Dianne Feinstein stated 'there is no collusion',high,100,Verified,The statement accurately reflects Dianne Feinstein's statement.,False
78,"The media ""never show crowds.""",Donald Trump,mistralai/Mistral-7B-Instruct-v0.2,The media does not consistently show crowds at political events,medium,The media may selectively choose which crowds to show at political events,medium,The media may not show crowds at all political events,low,The media does not consistently show crowds at political events,medium,60,Likely true,"While not always the case, there are instances where the media does not show crowds at political events.",False
79,"Obamacare ""is in what the actuaries call a death spiral.""",Paul Ryan,mistralai/Mistral-7B-Instruct-v0.2,Obamacare is in a 'death spiral',high,The actuaries call Obamacare a 'death spiral',high,Paul Ryan stated that Obamacare is in a 'death spiral',high,Obamacare is in a 'death spiral',high,100,Verified,Statement directly quoted from the speaker,False
80,"Says that as a judge, she has ""presided over more than 10,000 cases.""",Rebecca Dallet,mistralai/Mistral-7B-Instruct-v0.2,"Rebecca Dallet has presided over more than 10,000 cases.",high,,,,,"Rebecca Dallet has presided over more than 10,000 cases.",high,100,Verified,Statement is a direct claim made by the speaker.,True
81,Says House Speaker Nancy Pelosi deleted a video of her telling people to go to Chinatown.,Donald Trump,mistralai/Mistral-7B-Instruct-v0.2,House Speaker Nancy Pelosi told people to go to Chinatown.,high,House Speaker Nancy Pelosi deleted a video of herself telling people to go to Chinatown.,medium,There is a video of House Speaker Nancy Pelosi telling people to go to Chinatown.,high,House Speaker Nancy Pelosi told people to go to Chinatown.,high,100,Verified,The statement accurately reflects the fact that Pelosi encouraged people to visit Chinatown.,False
82,"""Disney lost 172,000 reservations recently, valued at around $636 (million) in revenue lost.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,"Disney lost 172,000 reservations",high,The reservations were recently made,medium,The lost reservations are valued at around $636 million,high,"Disney lost 172,000 reservations",high,100,Verified,Source: Facebook post,False
83,"Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation ""to limit federal funding for abortion to victims of ‘forcible rape.’""",John Wisniewski,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,True
84,"Coca-Cola made cans that say ""Try to be less white.""",Viral image,mistralai/Mistral-7B-Instruct-v0.2,Coca-Cola produced cans with a message.,high,The message on the Coca-Cola cans is 'Try to be less white.',high,Coca-Cola intended the message to be a call to action for racial equality.,medium,Coca-Cola produced cans with a message.,high,100,Likely false,The image does not show the actual cans produced by Coca-Cola.,False
85,"""When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.""",Rachel Maddow,mistralai/Mistral-7B-Instruct-v0.2,Dallas/Fort Worth Airport had a seismic activity spike a few years ago,high,The airport temporarily shut down the wells that were injecting fracking fluid into the ground,high,The seismic activity stopped after the wells were temporarily shut down,high,Dallas/Fort Worth Airport had a seismic activity spike a few years ago,high,100,Verified,Supported by evidence,True
86,"""George Floyd’s younger brother, Dejywan Floyd, has been arrested in North Carolina for a ‘road rage’ shooting of a white couple, killing the mother of six sitting in the passenger seat.""",Viral image,mistralai/Mistral-7B-Instruct-v0.2,"George Floyd's younger brother, Dejywan Floyd, has been arrested",high,Dejywan Floyd was arrested for a 'road rage' shooting,medium,The shooting resulted in the death of a white couple's mother of six sitting in the passenger seat,high,"George Floyd's younger brother, Dejywan Floyd, has been arrested",high,100,Uncertain,Claim requires further investigation to confirm the details of the shooting incident and the identity of the victims.,False
87,"If you are licensed to carry a concealed weapon, wearing a face covering for coronavirus ""removes your conceal carry ability.""",Viral image,mistralai/Mistral-7B-Instruct-v0.2,The statement suggests that wearing a face covering for coronavirus can affect concealed carry ability.,high,The statement implies that being licensed to carry a concealed weapon is a requirement for concealed carry ability.,high,The statement does not specify whether the face covering must be a certain type or under what conditions it would affect concealed carry ability.,low,The statement suggests that wearing a face covering for coronavirus can affect concealed carry ability.,high,100,Likely false,There is no evidence that wearing a face covering for coronavirus affects concealed carry ability.,False
88,"Last year, ""we saw the first reduction in the federal prison population in 32 years.""",Eric Holder,mistralai/Mistral-7B-Instruct-v0.2,There was a reduction in the federal prison population last year,high,This is the first reduction in the federal prison population in 32 years,high,The reduction in the federal prison population was observed in the previous year,high,There was a reduction in the federal prison population last year,high,100,Verified,Statement aligns with the fact that a reduction in the federal prison population was observed last year.,True
89,"Says that ""perpetrators of domestic violence accounted for 54% of mass shootings between 2009 and 2016, according to the advocacy group Everytown for Gun Safety.""",Eddie Rodriguez,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
90,Says his tax plan wouldn't leave the federal government with a $1.1 trillion hole.,Ben Carson,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
91,The FDA advisory board said unvaccinated people are more educated than most people who have gotten the COVID-19 vaccines.,Instagram posts,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
