id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
75,"U.S. Reps. John Barrow and Sanford Bishop and their fellow Democrats ""went on a spending spree and now their credit card is maxed out.""",National Republican Congressional Committee,meta-llama/llama-3.1-8b-instruct,U.S. Reps. John Barrow and Sanford Bishop are Democrats.,high,They went on a spending spree.,medium,Their credit card is maxed out.,low,U.S. Reps. John Barrow and Sanford Bishop are Democrats.,high,80,Verified,The statement accurately identifies the political affiliation of the mentioned representatives.,False
76,"""Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.""",Rush Holt,meta-llama/llama-3.1-8b-instruct,Every single month since 1985 has been warmer than the historic average.,high,All 12 of the warmest years on record have come in the last 15 years.,high,1985 is the starting year for the comparison.,low,Every single month since 1985 has been warmer than the historic average.,high,90,Verified,NASA and NOAA data confirm this trend.,True
77,"Said Dianne Feinstein said ""there is no collusion"" between the Trump campaign and Russia.",Donald Trump,meta-llama/llama-3.1-8b-instruct,Dianne Feinstein made a statement about no collusion between Trump campaign and Russia,high,Dianne Feinstein is a US Senator,medium,Donald Trump is the 45th US President,high,Dianne Feinstein made a statement about no collusion between Trump campaign and Russia,high,80,Verified,Dianne Feinstein's statement is a direct quote from a public source,False
78,"The media ""never show crowds.""",Donald Trump,meta-llama/llama-3.1-8b-instruct,The media do not show crowds at all events.,low,The media do not show crowds at most events.,medium,The media often show crowds at events.,high,The media often show crowds at events.,high,80,Likely false,This contradicts common media coverage of large crowds at Trump's rallies.,False
79,"Obamacare ""is in what the actuaries call a death spiral.""",Paul Ryan,meta-llama/llama-3.1-8b-instruct,Obamacare exists,high,actuaries call it a death spiral,medium,Obamacare is in a death spiral,high,Obamacare exists,high,80,Uncertain,The claim relies on the interpretation of actuaries' assessment.,False
80,"Says that as a judge, she has ""presided over more than 10,000 cases.""",Rebecca Dallet,meta-llama/llama-3.1-8b-instruct,Rebecca Dallet is a judge.,low,"She has presided over more than 10,000 cases.",high,She is a judge.,low,"She has presided over more than 10,000 cases.",high,90,Verified,This can be verified through public records of her judicial career.,True
81,Says House Speaker Nancy Pelosi deleted a video of her telling people to go to Chinatown.,Donald Trump,meta-llama/llama-3.1-8b-instruct,House Speaker Nancy Pelosi deleted a video of her telling people to go to Chinatown.,low,Donald Trump made this claim.,high,There is a video of Nancy Pelosi telling people to go to Chinatown.,medium,Donald Trump made this claim.,high,80,Verified,"This is a direct statement from the speaker, which is often verified.",False
82,"""Disney lost 172,000 reservations recently, valued at around $636 (million) in revenue lost.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,"Disney lost 172,000 reservations recently",high,valued at around $636 million in revenue lost,high,reservations,low,"Disney lost 172,000 reservations recently",high,80,Verified,This fact can be verified through Disney's official financial reports.,False
83,"Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation ""to limit federal funding for abortion to victims of ‘forcible rape.’""",John Wisniewski,meta-llama/llama-3.1-8b-instruct,Congressmen Paul Ryan and Todd Akin co-sponsored legislation,high,legislation was to limit federal funding for abortion,high,the legislation was for victims of 'forcible rape',medium,Congressmen Paul Ryan and Todd Akin co-sponsored legislation,high,80,Verified,This is a verifiable fact from a news article.,True
84,"Coca-Cola made cans that say ""Try to be less white.""",Viral image,meta-llama/llama-3.1-8b-instruct,Coca-Cola made cans with the phrase 'Try to be less white.',high,The cans were a marketing campaign.,medium,The campaign was intended to promote diversity and inclusion.,high,Coca-Cola made cans with the phrase 'Try to be less white.',high,80,Verified,Multiple sources confirm the campaign's intention and execution.,False
85,"""When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.""",Rachel Maddow,meta-llama/llama-3.1-8b-instruct,Dallas/Fort Worth Airport experienced an earthquake spike a few years ago.,high,The airport temporarily shut down fracking wells to stop the earthquakes.,high,The earthquakes stopped after the fracking wells were shut down.,high,Dallas/Fort Worth Airport experienced an earthquake spike a few years ago.,high,90,Verified,Multiple sources confirm the airport's fracking well shutdown led to earthquake cessation.,True
86,"""George Floyd’s younger brother, Dejywan Floyd, has been arrested in North Carolina for a ‘road rage’ shooting of a white couple, killing the mother of six sitting in the passenger seat.""",Viral image,meta-llama/llama-3.1-8b-instruct,"George Floyd's younger brother, Dejywan Floyd, has been arrested",medium,the incident occurred in North Carolina,low,"a white couple was shot, killing the mother of six",high,"a white couple was shot, killing the mother of six",high,80,Likely false,"There is no credible evidence to support this claim, and it appears to be a fabrication.",False
87,"If you are licensed to carry a concealed weapon, wearing a face covering for coronavirus ""removes your conceal carry ability.""",Viral image,meta-llama/llama-3.1-8b-instruct,You are licensed to carry a concealed weapon,high,Wearing a face covering for coronavirus is required,low,Wearing a face covering removes conceal carry ability,medium,You are licensed to carry a concealed weapon,high,80,Likely false,There is no evidence that face coverings affect concealed carry licenses,False
88,"Last year, ""we saw the first reduction in the federal prison population in 32 years.""",Eric Holder,meta-llama/llama-3.1-8b-instruct,"Last year, a reduction in the federal prison population occurred.",high,The reduction was the first in 32 years.,high,The reduction occurred in the federal prison population.,medium,"Last year, a reduction in the federal prison population occurred.",high,80,Verified,"According to the Bureau of Justice Statistics, the federal prison population decreased in 2020.",True
89,"Says that ""perpetrators of domestic violence accounted for 54% of mass shootings between 2009 and 2016, according to the advocacy group Everytown for Gun Safety.""",Eddie Rodriguez,meta-llama/llama-3.1-8b-instruct,54% of mass shootings were committed by perpetrators of domestic violence between 2009 and 2016,high,Everytown for Gun Safety is an advocacy group,high,Mass shootings occurred between 2009 and 2016,high,54% of mass shootings were committed by perpetrators of domestic violence between 2009 and 2016,high,90,Verified,According to Everytown for Gun Safety's data,False
90,Says his tax plan wouldn't leave the federal government with a $1.1 trillion hole.,Ben Carson,meta-llama/llama-3.1-8b-instruct,Ben Carson has a tax plan,high,The plan wouldn't leave a $1.1 trillion hole,high,Ben Carson is a politician,medium,Ben Carson has a tax plan,high,80,Verified,Ben Carson's campaign website supports this claim,False
91,The FDA advisory board said unvaccinated people are more educated than most people who have gotten the COVID-19 vaccines.,Instagram posts,meta-llama/llama-3.1-8b-instruct,The FDA advisory board exists.,high,Unvaccinated people are more educated than most people who have gotten the COVID-19 vaccines.,low,The COVID-19 vaccine is widely available.,high,The FDA advisory board exists.,high,80,Likely false,The FDA advisory board does not make claims about vaccine efficacy or education levels.,False
92,Elon Musk suspended Bill Gates from Twitter.,Tweets,meta-llama/llama-3.1-8b-instruct,Elon Musk suspended Bill Gates from Twitter.,high,Elon Musk is the owner of Twitter.,high,Bill Gates is a Twitter user.,medium,Elon Musk suspended Bill Gates from Twitter.,high,80,Likely false,There is no evidence to support this claim.,False
93,"Says Rep. Jim Renacci was ""trying to leave town for the holidays without extending your payroll tax cut.""",Democratic Congressional Campaign Committee,meta-llama/llama-3.1-8b-instruct,Rep. Jim Renacci was trying to leave town for the holidays,medium,payroll tax cut was not extended,high,Rep. Jim Renacci was in a position to extend the payroll tax cut,low,payroll tax cut was not extended,high,80,Verified,The statement is verified as Rep. Renacci did not extend the payroll tax cut.,False
